"year","industry_name","average_wage","food_category","average_price","price_value","price_unit"
2006,"Profesní, vědecké a technické činnosti",24645.00,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,"Profesní, vědecké a technické činnosti",24645.00,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Vejce slepičí čerstvá,23.49,10.0,ks
2006,"Profesní, vědecké a technické činnosti",24645.00,Banány žluté,27.30,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Chléb konzumní kmínový,16.12,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Pečivo pšeničné bílé,38.60,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Jablka konzumní,30.71,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Kapr živý,69.35,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Mrkev,14.41,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Vepřová pečeně s kostí,105.18,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Eidamská cihla,110.95,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Jogurt bílý netučný,5.83,150.0,g
2006,"Profesní, vědecké a technické činnosti",24645.00,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Rajská jablka červená kulatá,57.83,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Máslo,104.39,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Pšeničná mouka hladká,7.41,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Cukr krystalový,21.73,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Konzumní brambory,12.07,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Papriky,35.31,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Těstoviny vaječné,26.10,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Mléko polotučné pasterované,14.44,1.0,l
2006,"Profesní, vědecké a technické činnosti",24645.00,Pomeranče,24.73,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Kuřata kuchaná celá,47.47,1.0,kg
2006,"Profesní, vědecké a technické činnosti",24645.00,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,"Profesní, vědecké a technické činnosti",24645.00,Šunkový salám,116.77,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,"Zemědělství, lesnictví, rybářství",14817.75,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Vejce slepičí čerstvá,23.49,10.0,ks
2006,"Zemědělství, lesnictví, rybářství",14817.75,Banány žluté,27.30,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Chléb konzumní kmínový,16.12,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Pečivo pšeničné bílé,38.60,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Jablka konzumní,30.71,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Kapr živý,69.35,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Mrkev,14.41,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Vepřová pečeně s kostí,105.18,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Eidamská cihla,110.95,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Jogurt bílý netučný,5.83,150.0,g
2006,"Zemědělství, lesnictví, rybářství",14817.75,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Rajská jablka červená kulatá,57.83,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Máslo,104.39,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Pšeničná mouka hladká,7.41,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Cukr krystalový,21.73,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Konzumní brambory,12.07,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Papriky,35.31,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Těstoviny vaječné,26.10,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Mléko polotučné pasterované,14.44,1.0,l
2006,"Zemědělství, lesnictví, rybářství",14817.75,Pomeranče,24.73,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Kuřata kuchaná celá,47.47,1.0,kg
2006,"Zemědělství, lesnictví, rybářství",14817.75,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,"Zemědělství, lesnictví, rybářství",14817.75,Šunkový salám,116.77,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Banány žluté,27.30,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Chléb konzumní kmínový,16.12,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Jablka konzumní,30.71,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Kapr živý,69.35,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Mrkev,14.41,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Eidamská cihla,110.95,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Jogurt bílý netučný,5.83,150.0,g
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Máslo,104.39,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Pšeničná mouka hladká,7.41,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Cukr krystalový,21.73,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Konzumní brambory,12.07,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Papriky,35.31,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Těstoviny vaječné,26.10,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Mléko polotučné pasterované,14.44,1.0,l
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Pomeranče,24.73,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Kuřata kuchaná celá,47.47,1.0,kg
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18222.50,Šunkový salám,116.77,1.0,kg
2006,Zpracovatelský průmysl,18481.75,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Zpracovatelský průmysl,18481.75,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Zpracovatelský průmysl,18481.75,Banány žluté,27.30,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Chléb konzumní kmínový,16.12,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Jablka konzumní,30.71,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Kapr živý,69.35,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Mrkev,14.41,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Eidamská cihla,110.95,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Jogurt bílý netučný,5.83,150.0,g
2006,Zpracovatelský průmysl,18481.75,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Máslo,104.39,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Pšeničná mouka hladká,7.41,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Cukr krystalový,21.73,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Konzumní brambory,12.07,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Papriky,35.31,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Těstoviny vaječné,26.10,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Mléko polotučné pasterované,14.44,1.0,l
2006,Zpracovatelský průmysl,18481.75,Pomeranče,24.73,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Kuřata kuchaná celá,47.47,1.0,kg
2006,Zpracovatelský průmysl,18481.75,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Zpracovatelský průmysl,18481.75,Šunkový salám,116.77,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Banány žluté,27.30,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Chléb konzumní kmínový,16.12,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Jablka konzumní,30.71,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Kapr živý,69.35,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Mrkev,14.41,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Eidamská cihla,110.95,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Jogurt bílý netučný,5.83,150.0,g
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Máslo,104.39,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Pšeničná mouka hladká,7.41,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Cukr krystalový,21.73,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Konzumní brambory,12.07,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Papriky,35.31,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Těstoviny vaječné,26.10,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Mléko polotučné pasterované,14.44,1.0,l
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Pomeranče,24.73,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Kuřata kuchaná celá,47.47,1.0,kg
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Veřejná správa a obrana; povinné sociální zabezpečení,23284.50,Šunkový salám,116.77,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Administrativní a podpůrné činnosti,14444.00,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Administrativní a podpůrné činnosti,14444.00,Banány žluté,27.30,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Chléb konzumní kmínový,16.12,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Jablka konzumní,30.71,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Kapr živý,69.35,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Mrkev,14.41,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Eidamská cihla,110.95,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Jogurt bílý netučný,5.83,150.0,g
2006,Administrativní a podpůrné činnosti,14444.00,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Máslo,104.39,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Pšeničná mouka hladká,7.41,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Cukr krystalový,21.73,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Konzumní brambory,12.07,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Papriky,35.31,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Těstoviny vaječné,26.10,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Mléko polotučné pasterované,14.44,1.0,l
2006,Administrativní a podpůrné činnosti,14444.00,Pomeranče,24.73,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Kuřata kuchaná celá,47.47,1.0,kg
2006,Administrativní a podpůrné činnosti,14444.00,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Administrativní a podpůrné činnosti,14444.00,Šunkový salám,116.77,1.0,kg
2006,Zdravotní a sociální péče,19041.50,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Zdravotní a sociální péče,19041.50,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Zdravotní a sociální péče,19041.50,Banány žluté,27.30,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Chléb konzumní kmínový,16.12,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Jablka konzumní,30.71,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Kapr živý,69.35,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Mrkev,14.41,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Eidamská cihla,110.95,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Jogurt bílý netučný,5.83,150.0,g
2006,Zdravotní a sociální péče,19041.50,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Máslo,104.39,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Pšeničná mouka hladká,7.41,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Cukr krystalový,21.73,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Konzumní brambory,12.07,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Papriky,35.31,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Těstoviny vaječné,26.10,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Mléko polotučné pasterované,14.44,1.0,l
2006,Zdravotní a sociální péče,19041.50,Pomeranče,24.73,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Kuřata kuchaná celá,47.47,1.0,kg
2006,Zdravotní a sociální péče,19041.50,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Zdravotní a sociální péče,19041.50,Šunkový salám,116.77,1.0,kg
2006,Ostatní činnosti,16483.75,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Ostatní činnosti,16483.75,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Ostatní činnosti,16483.75,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Ostatní činnosti,16483.75,Banány žluté,27.30,1.0,kg
2006,Ostatní činnosti,16483.75,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Ostatní činnosti,16483.75,Chléb konzumní kmínový,16.12,1.0,kg
2006,Ostatní činnosti,16483.75,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Ostatní činnosti,16483.75,Jablka konzumní,30.71,1.0,kg
2006,Ostatní činnosti,16483.75,Kapr živý,69.35,1.0,kg
2006,Ostatní činnosti,16483.75,Mrkev,14.41,1.0,kg
2006,Ostatní činnosti,16483.75,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Ostatní činnosti,16483.75,Eidamská cihla,110.95,1.0,kg
2006,Ostatní činnosti,16483.75,Jogurt bílý netučný,5.83,150.0,g
2006,Ostatní činnosti,16483.75,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Ostatní činnosti,16483.75,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Ostatní činnosti,16483.75,Máslo,104.39,1.0,kg
2006,Ostatní činnosti,16483.75,Pšeničná mouka hladká,7.41,1.0,kg
2006,Ostatní činnosti,16483.75,Cukr krystalový,21.73,1.0,kg
2006,Ostatní činnosti,16483.75,Konzumní brambory,12.07,1.0,kg
2006,Ostatní činnosti,16483.75,Papriky,35.31,1.0,kg
2006,Ostatní činnosti,16483.75,Těstoviny vaječné,26.10,1.0,kg
2006,Ostatní činnosti,16483.75,Mléko polotučné pasterované,14.44,1.0,l
2006,Ostatní činnosti,16483.75,Pomeranče,24.73,1.0,kg
2006,Ostatní činnosti,16483.75,Kuřata kuchaná celá,47.47,1.0,kg
2006,Ostatní činnosti,16483.75,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Ostatní činnosti,16483.75,Šunkový salám,116.77,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,"Ubytování, stravování a pohostinství",11674.25,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Vejce slepičí čerstvá,23.49,10.0,ks
2006,"Ubytování, stravování a pohostinství",11674.25,Banány žluté,27.30,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Chléb konzumní kmínový,16.12,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Pečivo pšeničné bílé,38.60,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Jablka konzumní,30.71,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Kapr živý,69.35,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Mrkev,14.41,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Vepřová pečeně s kostí,105.18,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Eidamská cihla,110.95,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Jogurt bílý netučný,5.83,150.0,g
2006,"Ubytování, stravování a pohostinství",11674.25,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Rajská jablka červená kulatá,57.83,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Máslo,104.39,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Pšeničná mouka hladká,7.41,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Cukr krystalový,21.73,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Konzumní brambory,12.07,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Papriky,35.31,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Těstoviny vaječné,26.10,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Mléko polotučné pasterované,14.44,1.0,l
2006,"Ubytování, stravování a pohostinství",11674.25,Pomeranče,24.73,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Kuřata kuchaná celá,47.47,1.0,kg
2006,"Ubytování, stravování a pohostinství",11674.25,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,"Ubytování, stravování a pohostinství",11674.25,Šunkový salám,116.77,1.0,kg
2006,Stavebnictví,17850.25,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Stavebnictví,17850.25,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Stavebnictví,17850.25,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Stavebnictví,17850.25,Banány žluté,27.30,1.0,kg
2006,Stavebnictví,17850.25,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Stavebnictví,17850.25,Chléb konzumní kmínový,16.12,1.0,kg
2006,Stavebnictví,17850.25,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Stavebnictví,17850.25,Jablka konzumní,30.71,1.0,kg
2006,Stavebnictví,17850.25,Kapr živý,69.35,1.0,kg
2006,Stavebnictví,17850.25,Mrkev,14.41,1.0,kg
2006,Stavebnictví,17850.25,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Stavebnictví,17850.25,Eidamská cihla,110.95,1.0,kg
2006,Stavebnictví,17850.25,Jogurt bílý netučný,5.83,150.0,g
2006,Stavebnictví,17850.25,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Stavebnictví,17850.25,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Stavebnictví,17850.25,Máslo,104.39,1.0,kg
2006,Stavebnictví,17850.25,Pšeničná mouka hladká,7.41,1.0,kg
2006,Stavebnictví,17850.25,Cukr krystalový,21.73,1.0,kg
2006,Stavebnictví,17850.25,Konzumní brambory,12.07,1.0,kg
2006,Stavebnictví,17850.25,Papriky,35.31,1.0,kg
2006,Stavebnictví,17850.25,Těstoviny vaječné,26.10,1.0,kg
2006,Stavebnictví,17850.25,Mléko polotučné pasterované,14.44,1.0,l
2006,Stavebnictví,17850.25,Pomeranče,24.73,1.0,kg
2006,Stavebnictví,17850.25,Kuřata kuchaná celá,47.47,1.0,kg
2006,Stavebnictví,17850.25,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Stavebnictví,17850.25,Šunkový salám,116.77,1.0,kg
2006,Informační a komunikační činnosti,35793.00,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,Informační a komunikační činnosti,35793.00,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Vejce slepičí čerstvá,23.49,10.0,ks
2006,Informační a komunikační činnosti,35793.00,Banány žluté,27.30,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Chléb konzumní kmínový,16.12,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Pečivo pšeničné bílé,38.60,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Jablka konzumní,30.71,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Kapr živý,69.35,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Mrkev,14.41,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Vepřová pečeně s kostí,105.18,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Eidamská cihla,110.95,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Jogurt bílý netučný,5.83,150.0,g
2006,Informační a komunikační činnosti,35793.00,Rýže loupaná dlouhozrnná,21.29,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Rajská jablka červená kulatá,57.83,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Máslo,104.39,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Pšeničná mouka hladká,7.41,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Cukr krystalový,21.73,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Konzumní brambory,12.07,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Papriky,35.31,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Těstoviny vaječné,26.10,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Mléko polotučné pasterované,14.44,1.0,l
2006,Informační a komunikační činnosti,35793.00,Pomeranče,24.73,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Kuřata kuchaná celá,47.47,1.0,kg
2006,Informační a komunikační činnosti,35793.00,Přírodní minerální voda uhličitá,7.69,1.0,l
2006,Informační a komunikační činnosti,35793.00,Šunkový salám,116.77,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,"Pivo výčepní, světlé, lahvové",8.45,0.5,l
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Hovězí maso zadní bez kosti,166.34,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Vejce slepičí čerstvá,23.49,10.0,ks
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Banány žluté,27.30,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Rostlinný roztíratelný tuk,69.45,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Chléb konzumní kmínový,16.12,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Pečivo pšeničné bílé,38.60,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Jablka konzumní,30.71,1.0,kg
2006,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",29211.25,Kapr živý,69.35,1.0,kg
